order_id,product,category,quantity,price_per_unit,total_price,order_date
983,Shoes,Jewelry,8,50.0,400.0,2023-07-20
984,Hat,Toys,4,140.0,560.0,2024-05-19
985,Laptop,Kitchen,8,40.0,320.0,2023-11-12
986,Hammer,Books,7,100.0,700.0,2024-04-21
987,Hammer,Office,7,150.0,1050.0,2024-01-13
988,Laptop,Books,6,70.0,420.0,2023-06-29
989,Jacket,Movies,10,20.0,200.0,2023-12-05
990,Gloves,Office,4,150.0,600.0,2024-04-07
991,Gloves,Garden,6,200.0,1200.0,2023-11-21
992,Pants,Outdoors,3,140.0,420.0,2023-09-27
993,Pants,Health,1,200.0,200.0,2024-04-27
994,Gloves,Sports,9,120.0,1080.0,2023-12-02
995,Shirt,Sports,8,110.0,880.0,2024-06-06
996,Gloves,Jewelry,4,100.0,400.0,2023-08-01
997,Basketball,Sports,3,170.0,510.0,2023-09-28
998,Socks,Food,10,80.0,800.0,2024-01-11
999,Shoes,Health,5,110.0,550.0,2023-07-11
